Domain,Phylum,Class,Order,Family,Genus,Species,No. genomes
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus rekensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus salinisoli,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus saliphilus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus senegalensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sojae,3
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sojae_A,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sp001659985,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sp009389585,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sp018333215,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sp032085455,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sp037963145,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sp938004015,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus timonensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus zhaokaii,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Ornithinibacillus_A,Ornithinibacillus_A gellani,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paraliobacillus,Paraliobacillus ryukyuensis,3
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paraliobacillus,Paraliobacillus salinarum,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paraliobacillus,Paraliobacillus sp001368815,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paraliobacillus_A,Paraliobacillus_A quinghaiensis,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paraliobacillus_A,Paraliobacillus_A zengyii,3
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus bavariensis,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus californiensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus caprae,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus contaminans,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus globulus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus globulus_B,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus halophilus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus halotolerans,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus limi,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus massiliensis,4
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus scapharcae,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus sp000577245,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Paucisalibacillus,Paucisalibacillus sp039614845,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pelagirhabdus,Pelagirhabdus alkalitolerans,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus auburnensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus intestinigallinarum,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp012518125,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp026169505,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp026169815,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp029257405,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp030152985,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp032113595,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp035301085,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp035301305,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp035301445,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp035301645,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp035301825,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp035301845,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp035303165,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp037071985,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp037072025,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp037892545,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp937960785,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp937974845,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,Pseudogracilibacillus sp945639745,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Radiobacillus,Radiobacillus deserti,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Radiobacillus,Radiobacillus kanasensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Saliterribacillus,Saliterribacillus persicus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Sediminibacillus,Sediminibacillus albus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Sediminibacillus,Sediminibacillus dalangtanensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Sediminibacillus,Sediminibacillus halophilus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Sediminibacillus,Sediminibacillus senegalensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Sediminibacillus,Sediminibacillus terrae,4
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Sediminibacillus_A,Sediminibacillus_A massiliensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Streptohalobacillus,Streptohalobacillus salinus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus aidingensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus aidingensis_A,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus halophilus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus halophilus_A,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus saccharophilus,8
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus saccharophilus_A,5
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus saccharophilus_B,5
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus sp002271665,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus sp002272135,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terrihalobacillus,Terrihalobacillus insolitus,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Tigheibacillus,Tigheibacillus halophilus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Tigheibacillus,Tigheibacillus jepli,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus chiguensis,3
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus dokdonensis,4
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus halodenitrificans,12
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus halotolerans,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus indicus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus jordanicus,7
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus manasiensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus natechei,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus oceani_A,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus pantothenticus,25
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus profundi,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus proomii_A,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus proomii_B,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus salarius,11
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus salexigens,9
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sediminis_A,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sp000725285,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sp009917385,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sp010994035,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sp019837165,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sp021560035,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sp036026595,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sp041871525,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus_B,Virgibacillus_B alimentarius,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus_E,Virgibacillus_E ndiopensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus_E,Virgibacillus_E oceani,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus_F,Virgibacillus_F necropolis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus_F,Virgibacillus_F phasianinus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus_J,Virgibacillus_J soli,1
Bacteria,Bacillota,Bacilli,Bacillales_D,BH030062,Pontibacillus,Pontibacillus chungwhensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,BH030062,Pontibacillus,Pontibacillus litoralis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,BH030062,Pontibacillus,Pontibacillus marinus,2
Bacteria,Bacillota,Bacilli,Bacillales_D,BH030062,Pontibacillus,Pontibacillus salipaludis,2
Bacteria,Bacillota,Bacilli,Bacillales_D,BH030062,Pontibacillus,Pontibacillus sp009858175,1
Bacteria,Bacillota,Bacilli,Bacillales_D,BH030062,Pontibacillus,Pontibacillus sp021129245,2
Bacteria,Bacillota,Bacilli,Bacillales_D,BH030062,Pontibacillus,Pontibacillus yanchengensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,BH030062,Pontibacillus,Pontibacillus yanchengensis_A,2
Bacteria,Bacillota,Bacilli,Bacillales_D,BH030062,Pontibacillus_A,Pontibacillus_A halophilus,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,CUG-92003,CUG-92003 sp013618635,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus aidingensis,3
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus alkaliphilus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus dabanensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus faecis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus fulvus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus halophilus,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus halophilus_A,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus karajensis,4
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus kuroshimensis,3
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus litoralis,3
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus litoralis_A,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus litoralis_B,4
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus litoralis_C,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus litoralis_D,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus litoralis_E,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus litoralis_F,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus locisalis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus mangrovi,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus salinarum,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus salinus,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus sp000786645,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus sp001592845,4
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus sp019599545,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus yeomjeoni,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A amylolyticus,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A andaensis,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A campisalis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A hunanensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A ihumii,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A massiliensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A naozhouensis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A shinanisalinarum,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A sp024189295,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A sp024189315,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A sp900240285,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus_A,Halobacillus_A sp902809865,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Salimicrobium,Salimicrobium album,5
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Salimicrobium,Salimicrobium flavidum,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Salimicrobium,Salimicrobium halophilum,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Salimicrobium,Salimicrobium humidisoli,2
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Salimicrobium,Salimicrobium sp036428785,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Thalassobacillus,Thalassobacillus cyri,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Thalassobacillus,Thalassobacillus devorans,4
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Thalassobacillus,Thalassobacillus devorans_A,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Thalassobacillus,Thalassobacillus devorans_B,1
Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Thalassobacillus,Thalassobacillus pellis,1
Bacteria,Bacillota,Bacilli,Bacillales_D,JAWJLM01,JAWJLM01,JAWJLM01 sp040191315,2
Bacteria,Bacillota,Bacilli,Bacillales_E,Massilibacteriaceae,Massilibacterium,Massilibacterium senegalense,2
Bacteria,Bacillota,Bacilli,Bacillales_E,SA5d-4,Lottiidibacillus,Lottiidibacillus patelloidae,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus aquaticus,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus arsenicus,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus arsenicus_B,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus barbaricus,2
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus barbaricus_A,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus halophilus,2
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus nanhaiensis_A,7
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus nanhaiensis_B,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus nanhaiensis_C,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus nanhaiensis_D,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus nanhaiensis_E,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus norfolkensis,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus phosphorivorans_A,2
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus phosphorivorans_B,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus phosphorivorans_C,2
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus phosphorivorans_D,2
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus sp004216955,2
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus sp005503015,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus sp030348825,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus sp031582965,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus_A,Fictibacillus_A gelatini,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus_C,Fictibacillus_C enclensis,6
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus_C,Fictibacillus_C fluitans,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus_C,Fictibacillus_C macauensis,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus_C,Fictibacillus_C marinisediminis,7
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus_C,Fictibacillus_C solisalsi,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus_C,Fictibacillus_C terrinigri,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Pseudalkalibacillus,Pseudalkalibacillus berkeleyi,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Pseudalkalibacillus,Pseudalkalibacillus decolorationis,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Pseudalkalibacillus,Pseudalkalibacillus salsuginis,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Pseudalkalibacillus,Pseudalkalibacillus sp019720915,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Pseudalkalibacillus,Pseudalkalibacillus sp020179385,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Pseudalkalibacillus,Pseudalkalibacillus sp020524245,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Pseudalkalibacillus,Pseudalkalibacillus sp030643805,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Pseudalkalibacillus,Pseudalkalibacillus sp040126055,1
Bacteria,Bacillota,Bacilli,Bacillales_G,Fictibacillaceae,Pseudalkalibacillus,Pseudalkalibacillus sp946151055,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A algicola,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A hwajinpoensis,6
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A hwajinpoensis_A,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A hwajinpoensis_B,6
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A hwajinpoensis_D,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A hwajinpoensis_E,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sedimenti,2
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sp002563635,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sp009818105,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sp011082085,2
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sp017303315,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sp020165985,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sp947387515,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A spartinae,1
Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Bacillus_BR,Bacillus_BR caeni,1
Bacteria,Bacillota,Bacilli,Bacillales_G,UBA6769,Maribacillus,Maribacillus taeanensis,1
