Accession	Description	Classification	Genome Length (bp)	Jumbophage	molGC (%)	Molecule	Modification Date	Number CDS	Positive Strand (%)	Negative Strand (%)	Coding Capacity (%)	Low Coding Capacity Warning	tRNAs	Host	Lowest Taxa	Genus	Sub-family	Family	Order	Class	Phylum	Kingdom	Realm	Baltimore Group	Genbank Division	Isolation Host (beware inconsistent and nonsense values)
OQ401624	Roseobacter phage CRP-902	Roseobacter phage CRP-902 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	51954	FALSE	45.502	DNA	12-MAR-2023	80	25	75	95.8136043423028	NA	0	Roseobacter	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Roseobacter sp. FZCC0083
OQ401623	Roseobacter phage CRP-901	Roseobacter phage CRP-901 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	53013	FALSE	45.566	DNA	12-MAR-2023	77	23.3766233766234	76.6233766233766	95.4558315884783	NA	0	Roseobacter	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Roseobacter sp. FZCC0083
ON759747	Pseudomonas phage PA_LZ7	Pseudomonas phage PA_LZ7 Pbunavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	66155	FALSE	55.651	DNA	12-MAR-2023	93	40.8602150537634	59.1397849462366	92.0565338976646	NA	0	Pseudomonas	Pbunavirus	Pbunavirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Pseudomonas aeruginosa PAO1
OX376641	Caudovirales sp. ct2KA10	Caudovirales sp. ct2KA10 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	38889	FALSE	44.702	DNA	02-MAR-2023	63	23.8095238095238	76.1904761904762	93.3811617681092	NA	0	Unspecified	Unclassified	Unclassified	Unclassified	Unclassified	Caudovirales	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OX376640	Caudovirales sp. ct2KA10	Caudovirales sp. ct2KA10 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39112	FALSE	44.759	DNA	02-MAR-2023	58	81.0344827586207	18.9655172413793	91.5678052771528	NA	0	Unspecified	Unclassified	Unclassified	Unclassified	Unclassified	Caudovirales	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP630576	Halorubrum tailed virus	Halorubrum tailed virus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	28605	FALSE	62.870	DNA	07-MAR-2023	40	67.5	32.5	92.2600943890928	NA	0	Halorubrum	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Halorubrum lacusprofundi
OP630575	Halorubrum tailed virus	Halorubrum tailed virus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	66249	FALSE	63.612	DNA	07-MAR-2023	90	77.7777777777778	22.2222222222222	93.3749943395372	NA	0	Halorubrum	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Halorubrum lacusprofundi
OP630574	Halorubrum tailed virus	Halorubrum tailed virus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37702	FALSE	63.734	DNA	07-MAR-2023	48	79.1666666666667	20.8333333333333	93.4247520025463	NA	0	Halorubrum	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Halorubrum lacusprofundi
OQ383328	Mycobacterium phage Nix22	Mycobacterium phage Nix22 Fishburnevirus Pclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	44895	FALSE	67.359	DNA	06-MAR-2023	66	96.969696969697	3.03030303030303	94.7343802205145	NA	0	Mycobacterium	Fishburnevirus	Fishburnevirus	Pclasvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Mycolicobacterium smegmatis mc2 155
OQ383327	Mycobacterium phage LOCARD	Mycobacterium phage LOCARD Cheoctovirus Gracegardnervirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	53506	FALSE	61.488	DNA	06-MAR-2023	92	94.5652173913043	5.43478260869565	93.3259821328449	NA	0	Mycobacterium	Cheoctovirus	Cheoctovirus	Gracegardnervirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Mycolicobacterium smegmatis mc2 155
OQ383326	Mycobacterium phage LOCV5	Mycobacterium phage LOCV5 Fishburnevirus Pclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	44450	FALSE	67.327	DNA	06-MAR-2023	67	97.0149253731343	2.98507462686567	94.9133858267717	NA	0	Mycobacterium	Fishburnevirus	Fishburnevirus	Pclasvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Mycolicobacterium smegmatis mc2 155
OQ383325	Mycobacterium phage LOCV4	Mycobacterium phage LOCV4 Fishburnevirus Pclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	42402	FALSE	67.240	DNA	06-MAR-2023	64	96.875	3.125	94.1205603509268	NA	0	Mycobacterium	Fishburnevirus	Fishburnevirus	Pclasvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Mycolicobacterium smegmatis mc2 155
OQ383324	Mycobacterium phage LOCV3	Mycobacterium phage LOCV3 Fishburnevirus Pclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	44951	FALSE	67.313	DNA	06-MAR-2023	69	76.8115942028985	23.1884057971014	95.2503837511957	NA	0	Mycobacterium	Fishburnevirus	Fishburnevirus	Pclasvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Mycolicobacterium smegmatis mc2 155
OQ383323	Mycobacterium phage LOCV2	Mycobacterium phage LOCV2 Fishburnevirus Pclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	43944	FALSE	67.256	DNA	06-MAR-2023	66	96.969696969697	3.03030303030303	94.1015838339705	NA	0	Mycobacterium	Fishburnevirus	Fishburnevirus	Pclasvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Mycolicibacterium smegmatis MC2 155
OQ383322	Mycobacterium phage LOCV1	Mycobacterium phage LOCV1 Fishburnevirus Pclasvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	44885	FALSE	67.285	DNA	06-MAR-2023	69	97.1014492753623	2.89855072463768	95.2032973153615	NA	0	Mycobacterium	Fishburnevirus	Fishburnevirus	Pclasvirinae	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP590147	Leptolyngbya phage LPP-2, strain SPI	Leptolyngbya phage LPP-2, strain SPI Wumptrevirus LPP2 Wumptrevirus Saffermanviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	42319	FALSE	46.511	DNA	06-MAR-2023	41	56.0975609756098	43.9024390243902	90.2077081216475	NA	0	Leptolyngbya	Wumptrevirus	Wumptrevirus	Unclassified	Saffermanviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP589309	Leptolyngbya phage LPP-1	Leptolyngbya phage LPP-1 Morrisvirus LPP1 Morrisvirus Saffermanviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	41561	FALSE	52.128	DNA	06-MAR-2023	45	60	40	91.6291715791247	NA	0	Leptolyngbya	Morrisvirus	Morrisvirus	Unclassified	Saffermanviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OM869715	Dipodfec virus RodF1_11	Dipodfec virus RodF1_11 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6938	FALSE	36.365	DNA	06-MAR-2023	7	100	0	89.7665033150764	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869714	Dipodfec virus RodF1_12	Dipodfec virus RodF1_12 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6888	FALSE	37.253	DNA	06-MAR-2023	7	100	0	87.1951219512195	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869713	Dipodfec virus RodF1_13	Dipodfec virus RodF1_13 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6880	FALSE	36.308	DNA	06-MAR-2023	6	100	0	85.1162790697674	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869712	Dipodfec virus RodF1_16	Dipodfec virus RodF1_16 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6582	FALSE	38.605	DNA	06-MAR-2023	5	100	0	91.6590701914312	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869711	Dipodfec virus RodF1_17	Dipodfec virus RodF1_17 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6514	FALSE	38.594	DNA	06-MAR-2023	7	100	0	83.9576297206018	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869710	Dipodfec virus RodF1_24	Dipodfec virus RodF1_24 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6169	FALSE	38.321	DNA	06-MAR-2023	6	100	0	85.1029340249635	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869709	Dipodfec virus RodF1_35	Dipodfec virus RodF1_35 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5901	FALSE	39.197	DNA	06-MAR-2023	6	83.3333333333333	16.6666666666667	95.4753431621759	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869708	Dipodfec virus RodF1_38	Dipodfec virus RodF1_38 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5753	FALSE	49.731	DNA	06-MAR-2023	7	100	0	85.364157830697	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869707	Dipodfec virus RodF1_43	Dipodfec virus RodF1_43 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5566	FALSE	38.933	DNA	06-MAR-2023	7	100	0	85.8605821056414	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869706	Dipodfec virus RodF1_47	Dipodfec virus RodF1_47 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5430	FALSE	35.101	DNA	06-MAR-2023	8	100	0	92.9834254143646	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869705	Dipodfec virus RodF1_49	Dipodfec virus RodF1_49 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5422	FALSE	49.871	DNA	06-MAR-2023	7	85.7142857142857	14.2857142857143	89.3581704168204	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869704	Dipodfec virus RodF1_50	Dipodfec virus RodF1_50 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5330	FALSE	46.829	DNA	06-MAR-2023	5	100	0	89.2682926829268	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869703	Dipodfec virus RodF1_52	Dipodfec virus RodF1_52 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5283	FALSE	43.366	DNA	06-MAR-2023	6	100	0	83.0777967064168	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869702	Dipodfec virus RodF1_53	Dipodfec virus RodF1_53 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5281	FALSE	34.103	DNA	06-MAR-2023	7	100	0	86.6313198257906	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869701	Dipodfec virus RodF1_56	Dipodfec virus RodF1_56 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5257	FALSE	40.860	DNA	06-MAR-2023	7	100	0	94.2743009320906	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869700	Dipodfec virus RodF1_59	Dipodfec virus RodF1_59 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5252	FALSE	43.298	DNA	06-MAR-2023	7	100	0	90.8225437928408	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869699	Dipodfec virus RodF1_63	Dipodfec virus RodF1_63 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5087	FALSE	35.679	DNA	06-MAR-2023	7	100	0	82.5044230391193	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869698	Dipodfec virus RodF1_64	Dipodfec virus RodF1_64 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5077	FALSE	40.024	DNA	06-MAR-2023	6	100	0	80.5987788063817	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869697	Dipodfec virus RodF1_66	Dipodfec virus RodF1_66 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5047	FALSE	49.316	DNA	06-MAR-2023	6	100	0	94.3332672874975	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869696	Dipodfec virus RodF1_68	Dipodfec virus RodF1_68 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4979	FALSE	40.530	DNA	06-MAR-2023	6	100	0	88.0899779072103	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869695	Dipodfec virus RodF1_72	Dipodfec virus RodF1_72 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4785	FALSE	44.995	DNA	06-MAR-2023	4	100	0	88.025078369906	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869694	Dipodfec virus RodF1_74	Dipodfec virus RodF1_74 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4735	FALSE	48.701	DNA	06-MAR-2023	7	85.7142857142857	14.2857142857143	88.194297782471	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869693	Dipodfec virus RodF1_76	Dipodfec virus RodF1_76 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4722	FALSE	40.915	DNA	06-MAR-2023	6	83.3333333333333	16.6666666666667	78.3989834815756	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869692	Dipodfec virus RodF1_80	Dipodfec virus RodF1_80 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4633	FALSE	37.773	DNA	06-MAR-2023	6	100	0	81.7181092164904	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869691	Dipodfec virus RodF1_81	Dipodfec virus RodF1_81 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4632	FALSE	40.717	DNA	06-MAR-2023	4	100	0	87.0466321243523	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869690	Dipodfec virus RodF1_85	Dipodfec virus RodF1_85 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	4487	FALSE	46.312	DNA	06-MAR-2023	6	100	0	85.9148651660352	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869688	Dipodfec virus RodF1_123	Dipodfec virus RodF1_123 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	2052	FALSE	55.361	DNA	06-MAR-2023	2	0	100	81.4327485380117	NA	0	Dipodfec	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Dipodomys merriami; specimen_voucher: NEON01IHV; Tissue Sample Catalog Number: D00000165368
OM869685	Peromfec virus RodF5_3	Peromfec virus RodF5_3 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	6195	FALSE	41.566	DNA	06-MAR-2023	9	88.8888888888889	11.1111111111111	92.3970944309927	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Peromyscus truei; specimen_voucher: UMNH:Mamm:44820; Tissue Sample Catalog Number: ASUVTC000566
OM869684	Peromfec virus RodF5_5	Peromfec virus RodF5_5 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5983	FALSE	42.303	DNA	06-MAR-2023	5	100	0	94.7183687113488	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Peromyscus truei; specimen_voucher: UMNH:Mamm:44820; Tissue Sample Catalog Number: ASUVTC000566
OM869683	Peromfec virus RodF5_6	Peromfec virus RodF5_6 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5877	FALSE	35.273	DNA	06-MAR-2023	4	100	0	90.3011740684022	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Peromyscus truei; specimen_voucher: UMNH:Mamm:44820; Tissue Sample Catalog Number: ASUVTC000566
OM869682	Peromfec virus RodF5_7	Peromfec virus RodF5_7 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5754	FALSE	37.626	DNA	06-MAR-2023	6	100	0	84.3587069864442	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Peromyscus truei; specimen_voucher: UMNH:Mamm:44820; Tissue Sample Catalog Number: ASUVTC000566
OM869681	Peromfec virus RodF5_8	Peromfec virus RodF5_8 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5681	FALSE	47.791	DNA	06-MAR-2023	7	100	0	81.4293258229185	NA	0	Unspecified	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Peromyscus truei; specimen_voucher: UMNH:Mamm:44820; Tissue Sample Catalog Number: ASUVTC000566
